Detector Type, Dexcriptor Type, Image No., TTC Lidar, TTC Camera, Time Difference
SIFT, SIFT, 7, 11.9844, 14.1793, -2.19492
SIFT, SIFT, 8, 13.1241, 15.9638, -2.83967
SIFT, SIFT, 9, 13.1241, 15.9638, -2.83967
SIFT, SIFT, 10, 11.1746, 10.6018, 0.572831
SIFT, SIFT, 11, 12.8086, 11.8137, 0.994947
SIFT, SIFT, 12, 8.95978, 11.8534, -2.89364
SIFT, SIFT, 13, 8.95978, 11.8534, -2.89364
SIFT, SIFT, 14, 9.59863, 10.6984, -1.09977
SIFT, SIFT, 15, 8.57352, 10.5146, -1.94104
SIFT, SIFT, 16, 9.51617, 9.65444, -0.138268
SIFT, SIFT, 17, 9.54658, 9.07787, 0.468707
SIFT, SIFT, 18, 8.3988, 8.95725, -0.558451
